,Anon. ID,Q1,Q2_total,Q2s_1,Q2s_2,Q2s_3,Q2s_4,Q2s_5,Q2s_6,Q2s_7,Q2s_8,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
269,4884,3,6,0,0,0,0,0,6,0,0,5,3,5,2,5,3,3,5,3,5,5,5,5
270,4885,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,1,1,1
271,13079,3,7,1,2,0,4,0,0,0,0,3,5,3,3,3,0,5,5,3,5,3,3,5
272,4893,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,2,0,1,1
273,4898,5,1,1,0,0,0,0,0,0,0,3,0,5,3,3,3,3,3,3,3,3,3,3
274,82722,6,10,1,2,3,4,0,0,0,0,0,5,5,2,0,0,2,5,0,0,0,0,0
275,4903,6,8,0,0,0,0,0,0,0,8,4,2,0,5,3,2,5,0,0,3,2,2,0
276,9000,2,1,1,0,0,0,0,0,0,0,2,2,3,3,3,3,2,2,2,2,2,3,3
277,90930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,13111,5,9,1,2,0,0,0,6,0,0,0,0,0,1,1,0,0,3,0,0,3,1,0
279,4920,2,13,1,0,0,4,0,0,0,8,3,5,0,3,1,2,3,5,0,5,5,0,2
280,49977,3,8,0,0,0,0,0,0,0,8,5,3,5,3,5,2,0,5,3,0,3,5,2
281,66365,3,10,1,2,3,4,0,0,0,0,1,0,0,5,5,5,5,5,5,5,5,5,5
282,86844,2,3,0,0,3,0,0,0,0,0,0,0,3,2,1,3,3,5,2,1,3,3,2
283,9026,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
284,86852,3,6,1,2,3,0,0,0,0,0,2,0,2,0,3,0,0,5,0,1,5,0,5
285,9030,3,6,1,2,3,0,0,0,0,0,3,0,0,0,2,2,5,5,2,2,2,2,2
286,21321,2,15,1,2,3,4,5,0,0,0,4,3,0,5,3,0,5,5,3,2,1,0,5
287,4939,6,9,0,2,3,4,0,0,0,0,4,5,3,3,5,0,5,5,0,2,5,3,1
288,37707,2,7,0,0,0,0,0,0,7,0,1,5,0,0,2,0,0,0,0,1,2,1,2
289,21324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,13134,6,11,0,2,0,4,5,0,0,0,2,0,0,5,2,2,0,0,2,2,0,2,1
291,50001,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,3,1,3,1,2,2
292,4947,3,1,1,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,5,0,5
293,21332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
294,25428,5,21,1,2,3,4,5,6,0,0,3,5,2,5,0,2,5,5,2,2,0,5,5
295,37717,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
296,74583,3,8,1,0,3,4,0,0,0,0,4,5,3,2,3,2,0,5,3,3,2,1,0
297,21335,2,8,1,0,3,4,0,0,0,0,4,0,3,3,2,3,0,5,0,3,5,0,5
298,4954,6,14,1,0,3,4,0,6,0,0,1,5,3,5,3,3,5,5,3,5,5,5,5
299,41819,1,3,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0
300,13149,2,10,1,2,3,4,0,0,0,0,1,5,5,5,3,2,5,5,3,3,5,3,5
301,25438,5,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,5,5,1,2,0,0,2
302,13150,3,22,1,2,3,4,5,0,7,0,6,5,3,5,2,5,5,5,3,2,3,2,3
303,50015,4,6,0,0,0,0,0,6,0,0,1,2,0,1,0,3,2,1,5,5,3,3,3
304,4960,4,2,0,2,0,0,0,0,0,0,5,3,2,2,2,2,2,1,3,3,2,2,2
305,21345,2,19,1,0,3,4,5,6,0,0,2,5,3,5,5,0,3,5,0,2,5,3,3
306,86885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,50024,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
308,9065,1,1,1,0,0,0,0,0,0,0,3,2,2,0,2,5,3,5,0,5,2,0,0
309,9068,6,6,1,2,3,0,0,0,0,0,3,5,3,5,0,0,2,0,3,0,2,0,2
310,4973,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0
311,66421,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
312,25462,6,8,1,0,3,4,0,0,0,0,0,3,2,2,2,0,3,3,3,3,2,2,2
313,4985,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
314,21369,5,13,1,0,3,4,5,0,0,0,7,5,5,0,1,2,3,5,1,3,5,0,3
315,4986,1,8,0,0,0,0,0,0,0,8,4,3,3,3,3,0,0,0,2,1,1,1,1
316,9084,2,2,0,2,0,0,0,0,0,0,2,5,5,1,2,0,1,1,2,2,1,1,1
317,4989,4,15,1,0,3,0,5,6,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5
318,898,6,23,1,2,3,4,0,6,7,0,3,5,5,0,5,5,5,5,3,3,5,5,5
319,62338,3,1,1,0,0,0,0,0,0,0,4,3,1,0,5,0,0,5,0,5,2,0,0
320,13187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,66434,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
322,21380,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,50052,3,3,0,0,3,0,0,0,0,0,4,3,3,3,3,3,3,3,3,3,3,3,3
324,13195,3,6,0,2,0,4,0,0,0,0,2,0,0,5,2,2,5,5,0,2,0,0,0
325,13199,6,16,1,2,3,4,0,6,0,0,3,5,5,2,0,1,5,5,0,2,0,2,0
326,45968,1,1,1,0,0,0,0,0,0,0,3,5,5,0,0,5,5,0,5,5,3,0,0
327,21395,5,6,0,0,0,0,0,6,0,0,5,3,2,3,2,2,3,3,3,3,3,3,3
328,66456,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,1,0,1,2,1
329,45977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330,9116,3,10,1,2,3,4,0,0,0,0,1,0,0,5,0,0,0,5,3,0,0,5,3
331,926,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
332,74657,6,36,1,2,3,4,5,6,7,8,7,5,3,5,5,5,5,5,5,5,5,5,5
333,66464,2,8,1,0,3,4,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,2,0
334,21410,6,4,1,0,3,0,0,0,0,0,3,0,0,0,0,2,3,3,3,3,3,3,3
335,41891,5,1,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0
336,17318,2,2,0,2,0,0,0,0,0,0,2,2,3,2,0,3,3,0,2,0,0,3,3
337,13226,6,5,0,0,0,0,5,0,0,0,6,1,1,1,1,1,1,1,1,0,1,1,0
338,5034,5,8,1,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0
339,941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,17325,3,36,1,2,3,4,5,6,7,8,3,5,0,5,5,5,5,2,2,1,2,0,5
341,5039,3,6,1,2,3,0,0,0,0,0,0,5,5,2,0,0,5,5,0,1,1,1,2
342,13232,6,10,1,2,3,4,0,0,0,0,6,5,5,0,3,3,5,5,3,5,5,5,5
343,37813,2,4,1,0,3,0,0,0,0,0,2,3,3,3,2,2,3,3,2,2,2,3,3
344,21430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,9143,2,1,1,0,0,0,0,0,0,0,2,3,3,0,3,2,2,3,3,0,3,0,0
346,5050,3,21,1,2,3,4,5,6,0,0,5,5,2,5,5,3,5,2,2,1,2,1,5
347,21440,6,10,1,2,3,4,0,0,0,0,2,3,2,5,3,1,0,0,2,5,3,3,5
348,91075,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
349,5061,3,15,1,0,3,4,0,0,7,0,2,0,3,0,0,0,0,0,1,0,3,5,5
350,5062,4,5,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,0,0,2,3,3,0
351,91079,2,3,0,0,3,0,0,0,0,0,3,2,2,2,3,1,3,0,2,2,0,2,1
352,9161,2,1,1,0,0,0,0,0,0,0,2,3,3,0,0,0,3,3,0,0,3,3,3
353,5067,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,5069,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355,86992,6,15,1,2,3,4,5,0,0,0,4,5,3,0,1,1,5,0,0,2,2,0,0
356,5075,6,10,1,2,3,4,0,0,0,0,2,5,3,5,3,0,5,5,0,3,5,5,5
357,66518,5,9,1,0,0,0,0,0,0,8,3,5,5,3,2,0,3,5,1,2,5,2,1
358,9175,3,10,1,2,3,4,0,0,0,0,2,5,3,5,5,0,3,5,0,2,5,3,3
359,984,5,1,1,0,0,0,0,0,0,0,2,5,5,3,3,3,3,1,2,2,0,3,0
360,986,3,36,1,2,3,4,5,6,7,8,2,5,5,5,0,0,5,5,0,0,0,0,0
361,9179,3,5,0,0,0,0,5,0,0,0,2,2,3,0,2,0,2,0,0,3,0,2,0
362,91102,5,12,0,0,3,4,5,0,0,0,4,0,5,0,5,3,5,5,2,2,2,0,5
363,992,3,5,0,2,3,0,0,0,0,0,0,0,0,2,1,1,0,2,2,2,3,3,3
364,5091,6,31,1,0,0,4,5,6,7,8,4,5,0,5,5,0,5,5,0,0,5,5,5
365,998,5,3,1,2,0,0,0,0,0,0,0,2,0,3,3,3,3,5,3,1,5,5,0
366,5094,2,9,1,0,3,0,5,0,0,0,3,5,1,5,0,0,0,0,0,1,0,0,0
367,91115,5,7,1,2,0,4,0,0,0,0,2,5,5,0,3,3,5,5,3,3,5,3,0
368,66538,3,13,1,0,0,4,0,0,0,8,2,0,0,3,5,0,2,2,3,1,0,2,0
369,74732,1,3,1,2,0,0,0,0,0,0,0,0,0,2,1,0,3,3,0,0,0,0,0
370,1006,6,21,1,2,3,4,5,6,0,0,2,0,3,2,0,0,5,0,0,0,5,5,5
371,50158,3,36,1,2,3,4,5,6,7,8,2,5,5,5,5,5,5,5,5,5,0,0,5
372,1007,5,4,0,0,0,4,0,0,0,0,3,0,0,3,1,0,2,1,1,3,3,2,3
373,21488,2,25,1,2,3,4,0,0,7,8,3,2,3,0,0,2,3,0,3,0,3,2,0
374,46064,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
375,13297,3,6,1,2,3,0,0,0,0,0,1,3,3,3,2,0,3,5,0,3,3,3,3
376,21489,6,3,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,1,3,0,0,0
377,13298,2,1,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,5,5
378,5106,5,15,1,2,3,4,5,0,0,0,2,5,0,5,2,2,5,5,3,3,5,0,0
379,5107,3,6,1,2,3,0,0,0,0,0,2,5,5,3,2,2,3,0,0,5,5,3,0
380,91122,2,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,3,3,1,1,2,1,1
381,1022,1,3,0,0,3,0,0,0,0,0,1,3,3,3,0,0,1,2,0,3,0,1,1
382,21503,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
383,50176,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,3,3
384,5121,3,21,1,2,3,4,5,6,0,0,4,5,3,5,5,3,5,5,2,2,0,5,5
385,21509,5,1,1,0,0,0,0,0,0,0,4,1,1,5,3,3,0,5,2,2,2,2,3
386,50181,6,5,0,0,0,0,5,0,0,0,3,2,2,3,3,0,0,0,2,3,3,2,3
387,21512,1,7,0,0,0,0,0,0,7,0,3,3,3,0,2,0,0,2,0,0,0,0,0
388,5130,5,5,1,0,0,4,0,0,0,0,1,0,2,1,1,1,0,0,1,1,1,1,1
389,21515,5,4,0,0,0,4,0,0,0,0,2,0,3,0,3,0,2,3,0,3,3,0,3
390,5141,6,21,1,2,3,4,5,6,0,0,4,5,0,5,5,0,5,5,3,3,5,0,0
391,74774,2,2,0,2,0,0,0,0,0,0,1,3,3,2,0,0,3,0,3,5,2,3,0
392,74776,2,1,1,0,0,0,0,0,0,0,3,5,0,5,5,5,5,5,5,5,5,5,5
393,5146,4,1,1,0,0,0,0,0,0,0,5,0,0,2,0,1,3,2,3,0,2,3,0
394,5150,2,1,1,0,0,0,0,0,0,0,1,3,0,3,1,1,3,3,1,1,1,0,3
395,25631,6,28,1,2,3,4,5,6,7,0,5,5,5,3,5,0,5,5,0,5,5,5,5
396,21538,4,18,0,0,3,0,0,0,7,8,6,0,0,0,0,3,5,0,0,3,5,3,5
397,21541,3,1,1,0,0,0,0,0,0,0,6,3,3,3,3,3,3,2,3,3,3,3,3
398,5160,5,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
399,5161,3,19,1,0,3,4,5,6,0,0,2,5,0,0,5,0,5,5,5,0,5,5,5
400,5163,5,1,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,5,1,1,1,1,1
401,74803,2,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,3,3,3
402,5170,5,17,1,2,3,4,0,0,7,0,4,5,5,5,5,5,5,5,5,5,5,5,5
403,66615,6,4,0,0,0,4,0,0,0,0,3,3,0,1,0,1,0,1,0,2,0,1,0
404,5175,3,3,0,0,3,0,0,0,0,0,3,5,0,3,3,3,0,3,0,3,3,3,0
405,5176,3,36,1,2,3,4,5,6,7,8,4,5,0,5,5,5,5,5,0,3,0,0,5
406,50233,2,36,1,2,3,4,5,6,7,8,7,5,0,5,5,5,5,0,3,2,3,0,5
407,5178,2,10,1,2,3,4,0,0,0,0,1,5,5,0,2,2,0,5,3,0,3,2,5
408,5179,1,6,1,2,3,0,0,0,0,0,3,0,3,5,0,3,5,5,1,0,0,5,0
409,91197,6,36,1,2,3,4,5,6,7,8,4,3,0,2,0,0,0,5,3,2,2,3,3
410,91200,6,1,1,0,0,0,0,0,0,0,1,1,1,0,3,5,5,2,5,3,5,5,5
411,17478,5,6,1,2,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,2,1,0
412,1095,3,17,1,2,3,0,5,6,0,0,4,3,3,3,5,2,2,5,3,3,3,5,0
413,25671,4,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,2,1,1
414,62540,3,3,1,2,0,0,0,0,0,0,1,2,3,1,2,0,3,3,0,3,2,2,3
415,74829,7,6,1,2,3,0,0,0,0,0,2,2,2,0,0,0,3,5,3,3,2,3,3
416,5199,2,3,1,2,0,0,0,0,0,0,4,3,5,3,0,3,0,0,0,0,1,3,0
417,17487,3,7,1,2,0,4,0,0,0,0,4,5,0,5,5,3,5,5,1,0,5,5,5
418,5202,5,10,1,2,3,4,0,0,0,0,2,3,0,3,2,0,3,3,2,3,2,0,3
419,91219,2,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,5
420,21588,2,13,0,0,0,0,0,6,7,0,4,0,1,1,1,1,2,0,3,3,0,3,3
421,25684,5,10,0,0,3,0,0,0,7,0,4,5,3,5,5,3,5,3,3,3,3,3,5
422,29784,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
423,5210,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
424,66653,6,36,1,2,3,4,5,6,7,8,4,0,0,3,3,2,0,3,2,3,3,2,3
425,5214,2,2,0,2,0,0,0,0,0,0,4,0,0,3,3,0,3,3,3,3,3,3,3
426,66654,3,1,1,0,0,0,0,0,0,0,2,0,5,3,2,2,3,0,5,0,0,2,2
427,5216,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,13412,5,10,1,2,3,4,0,0,0,0,2,0,0,1,1,1,0,5,0,1,3,2,2
429,5225,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
430,17514,3,31,1,2,3,4,0,6,7,8,3,5,5,5,0,3,5,5,0,0,5,5,5
431,5230,3,10,1,2,3,4,0,0,0,0,5,5,5,5,3,3,5,5,3,5,0,0,0
432,5235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
433,13427,2,7,0,0,3,4,0,0,0,0,3,0,0,0,0,0,5,5,0,3,2,3,2
434,50297,6,21,1,2,3,4,5,6,0,0,4,5,0,5,5,0,5,5,0,0,5,0,5
435,50298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,9341,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1
437,33924,6,9,1,0,3,0,5,0,0,0,2,3,3,3,3,0,5,5,2,3,0,5,0
438,66698,3,5,1,0,0,4,0,0,0,0,3,3,3,3,2,5,3,1,0,2,0,2,3
439,17549,6,10,1,2,3,4,0,0,0,0,1,5,3,5,0,2,5,5,0,0,2,0,3
440,25743,1,36,1,2,3,4,5,6,7,8,6,5,5,5,5,5,5,5,5,5,5,5,5
441,91280,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
442,9364,2,10,1,0,0,4,5,0,0,0,2,3,0,2,2,2,2,2,2,2,2,2,2
443,25751,3,6,0,0,0,0,0,6,0,0,3,0,5,3,0,5,5,5,5,5,5,5,5
444,91286,5,8,0,0,0,0,0,0,0,8,3,5,3,3,0,0,0,2,2,3,2,5,5
445,25752,1,6,0,2,0,4,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1
446,50340,5,7,1,0,0,0,0,6,0,0,4,0,3,0,5,5,0,0,5,0,5,5,5
447,1193,1,36,1,2,3,4,5,6,7,8,7,5,5,5,5,5,5,5,5,5,5,5,5
448,17578,5,3,0,0,3,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0
449,25770,2,10,0,0,3,0,0,0,7,0,1,2,2,5,2,2,0,3,1,0,3,2,5
450,17583,3,4,0,0,0,4,0,0,0,0,4,3,2,3,0,3,3,0,0,5,3,0,0
451,17584,2,3,1,2,0,0,0,0,0,0,0,3,3,2,0,2,0,3,0,3,3,0,0
452,5297,5,31,1,2,3,4,0,6,7,8,3,2,3,2,3,3,3,3,3,3,3,3,3
453,13490,3,7,0,0,0,0,0,0,7,0,4,5,5,5,0,5,0,0,5,5,0,0,5
454,1210,5,8,0,0,0,0,0,0,0,8,4,5,5,5,0,5,5,5,5,0,3,0,3
455,91332,2,4,0,0,0,4,0,0,0,0,3,0,2,3,0,0,0,0,1,3,0,1,1
456,5320,1,5,1,0,0,4,0,0,0,0,1,1,1,2,0,5,2,0,5,3,2,0,5
457,13518,4,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,3,3,2,2,0,2,0
458,46287,2,8,0,0,0,0,0,0,0,8,5,5,5,0,3,1,3,0,3,2,3,3,3
459,62672,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,2
460,1235,5,7,1,2,0,4,0,0,0,0,1,3,3,3,0,0,2,3,0,2,2,2,3
461,50387,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,5332,6,12,1,2,3,0,0,6,0,0,0,5,0,5,3,0,5,5,2,2,5,0,5
463,5338,6,10,1,2,3,4,0,0,0,0,2,5,3,3,1,0,3,5,0,3,5,0,3
464,17627,3,4,0,0,0,4,0,0,0,0,2,0,2,5,2,0,5,0,0,2,0,0,3
465,50396,3,17,0,2,0,4,5,6,0,0,3,3,5,0,3,3,0,3,2,2,3,3,0
466,13535,3,1,1,0,0,0,0,0,0,0,1,0,5,2,0,5,2,3,1,0,3,2,2
467,25823,2,8,1,0,0,0,0,0,7,0,3,3,3,3,3,2,3,3,3,2,3,3,3
468,91358,3,15,1,2,3,4,5,0,0,0,2,5,0,5,2,1,5,0,2,1,2,1,2
469,13536,1,6,1,2,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1
470,13537,2,7,1,2,0,4,0,0,0,0,3,0,2,5,2,2,5,5,2,5,5,3,5
471,13538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
472,66786,1,6,1,2,3,0,0,0,0,0,3,5,2,3,0,0,2,5,3,2,0,3,0
473,62692,5,3,0,0,3,0,0,0,0,0,3,0,3,0,2,2,0,0,2,3,3,0,0
474,25830,5,10,1,2,3,4,0,0,0,0,3,0,0,0,3,3,0,5,2,2,3,3,2
475,5350,2,3,0,0,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3
476,29928,3,10,0,2,0,0,0,0,0,8,5,3,0,0,3,0,0,3,0,3,0,3,3
477,25832,5,10,1,2,3,4,0,0,0,0,3,0,3,0,2,2,3,5,3,2,1,3,3
478,13549,6,5,0,0,0,0,5,0,0,0,5,0,0,5,3,3,5,5,3,0,0,0,5
479,13550,2,4,0,0,0,4,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3
480,50414,1,10,1,2,3,4,0,0,0,0,0,3,2,3,0,0,3,3,0,3,2,2,2
481,25839,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,1,1,0,1
482,13553,6,3,0,0,3,0,0,0,0,0,5,3,1,5,0,0,5,0,3,1,2,1,5
483,34033,3,5,0,2,3,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
484,46321,2,3,1,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
485,13554,3,10,0,0,0,4,0,6,0,0,1,0,0,5,5,5,0,5,0,0,0,0,3
486,38132,2,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,1
487,66804,6,36,1,2,3,4,5,6,7,8,7,3,3,5,5,0,3,5,5,5,5,0,0
488,1270,5,3,0,0,3,0,0,0,0,0,4,3,5,3,2,2,3,5,0,0,3,0,5
489,34040,2,3,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0
490,62713,3,13,1,0,0,0,5,0,7,0,4,5,0,5,3,3,0,5,0,0,5,3,5
491,62717,2,3,0,0,3,0,0,0,0,0,1,3,2,2,2,2,3,1,1,3,3,2,3
492,5375,3,6,0,0,0,0,0,6,0,0,5,2,2,2,2,2,2,2,2,2,2,2,2
493,25855,5,16,1,2,3,4,0,6,0,0,0,3,5,3,2,2,5,5,3,2,3,1,3
494,13568,2,15,0,0,0,0,0,0,7,8,4,5,3,5,5,0,5,5,0,0,5,0,0
495,25857,5,7,0,0,3,4,0,0,0,0,2,5,1,3,0,0,5,2,0,1,1,5,3
496,13575,7,15,1,2,3,4,5,0,0,0,6,5,5,5,0,5,5,5,5,5,5,5,5
497,54536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,1288,3,30,1,2,3,4,5,0,7,8,4,3,3,3,3,3,3,3,3,2,2,3,3
499,95501,2,8,1,0,3,4,0,0,0,0,4,2,1,3,2,2,3,0,2,2,0,3,3
500,50444,3,3,0,0,3,0,0,0,0,0,4,5,0,5,5,5,5,5,0,5,0,0,5
501,13581,3,2,0,2,0,0,0,0,0,0,1,3,0,3,2,1,0,2,1,1,3,1,2
502,5389,7,4,0,0,0,4,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,2,1
503,91415,5,7,1,0,0,0,0,6,0,0,4,3,0,3,5,2,3,0,3,2,0,3,0
504,5399,6,34,1,0,3,4,5,6,7,8,4,5,5,5,5,5,5,5,5,0,5,5,5
505,13593,6,4,1,0,3,0,0,0,0,0,4,5,2,0,2,0,5,5,0,5,5,5,0
506,25882,4,36,1,2,3,4,5,6,7,8,3,5,0,3,3,3,3,0,3,3,3,3,3
507,25883,2,3,0,0,3,0,0,0,0,0,3,3,3,0,3,2,5,0,3,3,2,5,0
508,13597,3,15,1,2,0,0,5,0,7,0,2,5,5,5,5,5,5,5,5,5,5,5,5
509,13598,5,10,1,2,3,4,0,0,0,0,1,3,3,3,3,2,3,3,3,3,0,1,2
510,83230,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,5,2
511,1311,2,8,1,0,3,4,0,0,0,0,1,3,3,3,3,3,3,0,3,0,3,3,2
512,62752,0,5,1,0,0,4,0,0,0,0,4,0,1,0,3,3,2,2,1,0,0,1,1
513,5413,2,4,0,0,0,4,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3
514,13609,2,2,0,2,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3
515,25897,1,15,0,0,3,0,5,0,7,0,6,0,2,3,1,0,2,0,1,0,0,1,5
516,9515,2,11,1,0,3,0,0,0,7,0,3,3,5,5,0,5,5,5,3,1,5,5,5
517,46381,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
518,25902,5,20,0,2,3,4,5,6,0,0,4,5,5,0,5,3,0,5,0,0,0,5,5
519,29999,5,23,1,2,3,4,0,6,7,0,3,0,2,0,5,2,0,3,3,1,0,0,2
520,46383,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0
521,50479,6,21,1,2,3,4,5,6,0,0,3,5,3,5,0,0,5,5,3,3,1,1,3
522,25904,2,8,1,0,3,4,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0
523,9523,7,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
524,17716,6,21,1,2,3,4,5,6,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5
525,9525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,46395,5,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
527,30013,2,11,0,0,0,4,0,0,7,0,0,0,0,0,0,0,2,2,0,2,2,2,2
528,1341,5,8,0,0,3,0,5,0,0,0,3,5,0,5,3,2,1,3,0,1,5,0,0
529,5438,3,30,1,2,3,4,5,0,7,8,5,5,5,5,0,3,5,5,5,5,5,5,0
530,38209,5,6,0,0,0,0,0,6,0,0,5,0,3,0,0,3,0,0,0,3,0,0,0
531,5442,3,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
532,13635,3,13,0,0,0,0,0,6,7,0,5,3,3,0,3,3,3,0,3,0,0,3,0
533,25928,6,15,1,2,0,4,0,0,0,8,5,5,5,5,5,5,0,5,5,0,5,5,5
534,54607,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,2,3,2,2
535,13649,3,9,0,0,0,4,5,0,0,0,3,0,0,3,3,0,3,3,2,3,1,3,3
536,46418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,13651,2,15,1,0,3,4,0,0,7,0,1,5,5,5,0,0,5,5,5,5,5,5,5
538,5463,5,4,0,0,0,4,0,0,0,0,4,5,2,5,2,5,5,5,2,3,2,5,5
539,13656,6,15,1,2,3,4,5,0,0,0,2,5,2,5,5,3,0,0,2,2,0,3,3
540,25944,2,3,0,0,3,0,0,0,0,0,4,3,2,3,3,3,2,3,2,3,3,1,0
